../Instances/CVRP/X-n393-k38.vrp;9421;40210;0.017113
../Instances/CVRP/X-n393-k38.vrp;9421;40207;0.023907
../Instances/CVRP/X-n393-k38.vrp;9421;40010;0.060412
../Instances/CVRP/X-n393-k38.vrp;9421;39999;0.082444
../Instances/CVRP/X-n393-k38.vrp;9421;39784;0.174926
../Instances/CVRP/X-n393-k38.vrp;9421;39629;0.223029
../Instances/CVRP/X-n393-k38.vrp;9421;39615;0.542829
../Instances/CVRP/X-n393-k38.vrp;9421;39537;0.746511
../Instances/CVRP/X-n393-k38.vrp;9421;39519;0.775944
../Instances/CVRP/X-n393-k38.vrp;9421;39478;1.01344
../Instances/CVRP/X-n393-k38.vrp;9421;39414;1.0574
../Instances/CVRP/X-n393-k38.vrp;9421;39340;1.07264
../Instances/CVRP/X-n393-k38.vrp;9421;39272;1.44583
../Instances/CVRP/X-n393-k38.vrp;9421;39235;1.98295
../Instances/CVRP/X-n393-k38.vrp;9421;39211;2.62281
../Instances/CVRP/X-n393-k38.vrp;9421;39135;2.68242
../Instances/CVRP/X-n393-k38.vrp;9421;39103;3.24357
../Instances/CVRP/X-n393-k38.vrp;9421;39071;3.63099
../Instances/CVRP/X-n393-k38.vrp;9421;39057;3.8643
../Instances/CVRP/X-n393-k38.vrp;9421;38825;3.92203
../Instances/CVRP/X-n393-k38.vrp;9421;38764;4.83765
../Instances/CVRP/X-n393-k38.vrp;9421;38760;5.38211
../Instances/CVRP/X-n393-k38.vrp;9421;38751;5.76472
../Instances/CVRP/X-n393-k38.vrp;9421;38747;6.24491
../Instances/CVRP/X-n393-k38.vrp;9421;38745;6.5599
../Instances/CVRP/X-n393-k38.vrp;9421;38742;6.61076
../Instances/CVRP/X-n393-k38.vrp;9421;38720;6.64624
../Instances/CVRP/X-n393-k38.vrp;9421;38679;6.92003
../Instances/CVRP/X-n393-k38.vrp;9421;38659;7.44717
../Instances/CVRP/X-n393-k38.vrp;9421;38596;8.22309
../Instances/CVRP/X-n393-k38.vrp;9421;38593;8.41357
../Instances/CVRP/X-n393-k38.vrp;9421;38577;8.69207
../Instances/CVRP/X-n393-k38.vrp;9421;38568;9.02663
../Instances/CVRP/X-n393-k38.vrp;9421;38533;9.32797
../Instances/CVRP/X-n393-k38.vrp;9421;38531;10.3697
../Instances/CVRP/X-n393-k38.vrp;9421;38498;11.8044
../Instances/CVRP/X-n393-k38.vrp;9421;38449;11.8339
../Instances/CVRP/X-n393-k38.vrp;9421;38446;13.1796
../Instances/CVRP/X-n393-k38.vrp;9421;38410;13.5076
../Instances/CVRP/X-n393-k38.vrp;9421;38407;16.7438
../Instances/CVRP/X-n393-k38.vrp;9421;38393;17.2511
../Instances/CVRP/X-n393-k38.vrp;9421;38381;18.0654
../Instances/CVRP/X-n393-k38.vrp;9421;38374;18.3661
../Instances/CVRP/X-n393-k38.vrp;9421;38371;19.6587
../Instances/CVRP/X-n393-k38.vrp;9421;38370;19.7546
../Instances/CVRP/X-n393-k38.vrp;9421;38363;20.185
../Instances/CVRP/X-n393-k38.vrp;9421;38342;20.2186
../Instances/CVRP/X-n393-k38.vrp;9421;38336;20.2851
../Instances/CVRP/X-n393-k38.vrp;9421;38327;21.1703
../Instances/CVRP/X-n393-k38.vrp;9421;38317;21.5032
../Instances/CVRP/X-n393-k38.vrp;9421;38310;22.5957
../Instances/CVRP/X-n393-k38.vrp;9421;38309;22.7684
../Instances/CVRP/X-n393-k38.vrp;9421;38306;23.1937
../Instances/CVRP/X-n393-k38.vrp;9421;38289;23.7512
../Instances/CVRP/X-n393-k38.vrp;9421;38279;23.9697
../Instances/CVRP/X-n393-k38.vrp;9421;38275;29.2308
../Instances/CVRP/X-n393-k38.vrp;9421;38271;69.6725
../Instances/CVRP/X-n393-k38.vrp;9421;38269;360.511
../Instances/CVRP/X-n393-k38.vrp;9421;38265;361.138
../Instances/CVRP/X-n393-k38.vrp;9421;38263;366.367
../Instances/CVRP/X-n393-k38.vrp;9421;38260;390.307
