../Instances/CVRP/X-n367-k17.vrp;9421;24183;0.018075
../Instances/CVRP/X-n367-k17.vrp;9421;24159;0.051209
../Instances/CVRP/X-n367-k17.vrp;9421;24091;0.312693
../Instances/CVRP/X-n367-k17.vrp;9421;23948;0.478996
../Instances/CVRP/X-n367-k17.vrp;9421;23827;0.496443
../Instances/CVRP/X-n367-k17.vrp;9421;23781;0.882557
../Instances/CVRP/X-n367-k17.vrp;9421;23499;0.953921
../Instances/CVRP/X-n367-k17.vrp;9421;23403;0.967461
../Instances/CVRP/X-n367-k17.vrp;9421;23343;1.76815
../Instances/CVRP/X-n367-k17.vrp;9421;23288;1.83367
../Instances/CVRP/X-n367-k17.vrp;9421;23235;2.17752
../Instances/CVRP/X-n367-k17.vrp;9421;23221;2.67824
../Instances/CVRP/X-n367-k17.vrp;9421;23202;2.68538
../Instances/CVRP/X-n367-k17.vrp;9421;23201;3.52282
../Instances/CVRP/X-n367-k17.vrp;9421;23197;3.78652
../Instances/CVRP/X-n367-k17.vrp;9421;23101;4.23181
../Instances/CVRP/X-n367-k17.vrp;9421;23097;5.30242
../Instances/CVRP/X-n367-k17.vrp;9421;23072;5.64543
../Instances/CVRP/X-n367-k17.vrp;9421;23056;5.69691
../Instances/CVRP/X-n367-k17.vrp;9421;23017;5.80075
../Instances/CVRP/X-n367-k17.vrp;9421;22988;6.24072
../Instances/CVRP/X-n367-k17.vrp;9421;22949;6.63089
../Instances/CVRP/X-n367-k17.vrp;9421;22917;7.14655
../Instances/CVRP/X-n367-k17.vrp;9421;22916;7.35999
../Instances/CVRP/X-n367-k17.vrp;9421;22914;8.48131
../Instances/CVRP/X-n367-k17.vrp;9421;22911;8.62807
../Instances/CVRP/X-n367-k17.vrp;9421;22899;8.70546
../Instances/CVRP/X-n367-k17.vrp;9421;22888;9.16321
../Instances/CVRP/X-n367-k17.vrp;9421;22879;10.6774
../Instances/CVRP/X-n367-k17.vrp;9421;22874;10.9615
../Instances/CVRP/X-n367-k17.vrp;9421;22873;11.6431
../Instances/CVRP/X-n367-k17.vrp;9421;22867;14.3418
../Instances/CVRP/X-n367-k17.vrp;9421;22866;15.6018
../Instances/CVRP/X-n367-k17.vrp;9421;22861;16.6013
../Instances/CVRP/X-n367-k17.vrp;9421;22856;17.4495
../Instances/CVRP/X-n367-k17.vrp;9421;22852;17.7331
../Instances/CVRP/X-n367-k17.vrp;9421;22851;18.168
../Instances/CVRP/X-n367-k17.vrp;9421;22846;20.3047
../Instances/CVRP/X-n367-k17.vrp;9421;22845;20.6924
../Instances/CVRP/X-n367-k17.vrp;9421;22836;20.7273
../Instances/CVRP/X-n367-k17.vrp;9421;22821;21.224
../Instances/CVRP/X-n367-k17.vrp;9421;22820;22.6071
../Instances/CVRP/X-n367-k17.vrp;9421;22818;23.9731
../Instances/CVRP/X-n367-k17.vrp;9421;22817;24.659
../Instances/CVRP/X-n367-k17.vrp;9421;22815;26.4781
../Instances/CVRP/X-n367-k17.vrp;9421;22814;29.3591
