../Instances/CVRP/X-n359-k29.vrp;9421;54430;0.021259
../Instances/CVRP/X-n359-k29.vrp;9421;54146;0.037156
../Instances/CVRP/X-n359-k29.vrp;9421;53844;0.044311
../Instances/CVRP/X-n359-k29.vrp;9421;53814;0.198431
../Instances/CVRP/X-n359-k29.vrp;9421;53800;0.214851
../Instances/CVRP/X-n359-k29.vrp;9421;53373;0.5856
../Instances/CVRP/X-n359-k29.vrp;9421;53252;1.00302
../Instances/CVRP/X-n359-k29.vrp;9421;52995;1.0758
../Instances/CVRP/X-n359-k29.vrp;9421;52975;1.6612
../Instances/CVRP/X-n359-k29.vrp;9421;52951;1.94734
../Instances/CVRP/X-n359-k29.vrp;9421;52773;2.46633
../Instances/CVRP/X-n359-k29.vrp;9421;52731;3.63886
../Instances/CVRP/X-n359-k29.vrp;9421;52684;3.67918
../Instances/CVRP/X-n359-k29.vrp;9421;52678;3.91043
../Instances/CVRP/X-n359-k29.vrp;9421;52632;3.93508
../Instances/CVRP/X-n359-k29.vrp;9421;52455;4.48095
../Instances/CVRP/X-n359-k29.vrp;9421;52444;9.80718
../Instances/CVRP/X-n359-k29.vrp;9421;52371;10.2792
../Instances/CVRP/X-n359-k29.vrp;9421;52320;11.3986
../Instances/CVRP/X-n359-k29.vrp;9421;52310;11.4826
../Instances/CVRP/X-n359-k29.vrp;9421;52303;13.1153
../Instances/CVRP/X-n359-k29.vrp;9421;52292;13.1929
../Instances/CVRP/X-n359-k29.vrp;9421;52279;13.5135
../Instances/CVRP/X-n359-k29.vrp;9421;52208;14.6092
../Instances/CVRP/X-n359-k29.vrp;9421;52191;14.6118
../Instances/CVRP/X-n359-k29.vrp;9421;52057;19.0558
../Instances/CVRP/X-n359-k29.vrp;9421;52024;24.6005
../Instances/CVRP/X-n359-k29.vrp;9421;52010;26.2758
../Instances/CVRP/X-n359-k29.vrp;9421;51994;28.0791
../Instances/CVRP/X-n359-k29.vrp;9421;51988;32.7075
../Instances/CVRP/X-n359-k29.vrp;9421;51985;32.9115
../Instances/CVRP/X-n359-k29.vrp;9421;51984;35.3579
../Instances/CVRP/X-n359-k29.vrp;9421;51975;35.7774
../Instances/CVRP/X-n359-k29.vrp;9421;51972;38.9957
../Instances/CVRP/X-n359-k29.vrp;9421;51966;40.4114
../Instances/CVRP/X-n359-k29.vrp;9421;51942;46.0567
../Instances/CVRP/X-n359-k29.vrp;9421;51940;47.819
../Instances/CVRP/X-n359-k29.vrp;9421;51939;53.1805
../Instances/CVRP/X-n359-k29.vrp;9421;51934;61.935
../Instances/CVRP/X-n359-k29.vrp;9421;51931;65.4845
../Instances/CVRP/X-n359-k29.vrp;9421;51847;67.6345
../Instances/CVRP/X-n359-k29.vrp;9421;51838;78.0248
../Instances/CVRP/X-n359-k29.vrp;9421;51827;78.3573
../Instances/CVRP/X-n359-k29.vrp;9421;51810;84.5721
../Instances/CVRP/X-n359-k29.vrp;9421;51809;96.4315
../Instances/CVRP/X-n359-k29.vrp;9421;51808;102.71
../Instances/CVRP/X-n359-k29.vrp;9421;51805;102.719
../Instances/CVRP/X-n359-k29.vrp;9421;51802;102.808
../Instances/CVRP/X-n359-k29.vrp;9421;51776;102.948
../Instances/CVRP/X-n359-k29.vrp;9421;51773;112.98
../Instances/CVRP/X-n359-k29.vrp;9421;51767;117.252
../Instances/CVRP/X-n359-k29.vrp;9421;51754;122.16
../Instances/CVRP/X-n359-k29.vrp;9421;51747;130.617
../Instances/CVRP/X-n359-k29.vrp;9421;51725;136.268
../Instances/CVRP/X-n359-k29.vrp;9421;51723;150.885
../Instances/CVRP/X-n359-k29.vrp;9421;51722;154.739
../Instances/CVRP/X-n359-k29.vrp;9421;51718;160.66
../Instances/CVRP/X-n359-k29.vrp;9421;51709;163.96
../Instances/CVRP/X-n359-k29.vrp;9421;51708;172.639
../Instances/CVRP/X-n359-k29.vrp;9421;51703;172.901
../Instances/CVRP/X-n359-k29.vrp;9421;51702;189.935
../Instances/CVRP/X-n359-k29.vrp;9421;51701;190.854
../Instances/CVRP/X-n359-k29.vrp;9421;51697;214.691
../Instances/CVRP/X-n359-k29.vrp;9421;51693;218.262
../Instances/CVRP/X-n359-k29.vrp;9421;51691;224.08
../Instances/CVRP/X-n359-k29.vrp;9421;51685;226.271
../Instances/CVRP/X-n359-k29.vrp;9421;51678;238.657
../Instances/CVRP/X-n359-k29.vrp;9421;51672;264.038
../Instances/CVRP/X-n359-k29.vrp;9421;51670;272.038
../Instances/CVRP/X-n359-k29.vrp;9421;51662;277.208
../Instances/CVRP/X-n359-k29.vrp;9421;51657;278.963
../Instances/CVRP/X-n359-k29.vrp;9421;51656;330.209
