../Instances/CVRP/X-n384-k52.vrp;9421;68482;0.02044
../Instances/CVRP/X-n384-k52.vrp;9421;68474;0.029187
../Instances/CVRP/X-n384-k52.vrp;9421;68266;0.049342
../Instances/CVRP/X-n384-k52.vrp;9421;68019;0.095242
../Instances/CVRP/X-n384-k52.vrp;9421;67852;0.157107
../Instances/CVRP/X-n384-k52.vrp;9421;67518;0.434116
../Instances/CVRP/X-n384-k52.vrp;9421;67473;1.3744
../Instances/CVRP/X-n384-k52.vrp;9421;67454;1.53173
../Instances/CVRP/X-n384-k52.vrp;9421;67450;1.61666
../Instances/CVRP/X-n384-k52.vrp;9421;67336;1.63849
../Instances/CVRP/X-n384-k52.vrp;9421;67302;1.72188
../Instances/CVRP/X-n384-k52.vrp;9421;67192;2.96621
../Instances/CVRP/X-n384-k52.vrp;9421;67167;5.83583
../Instances/CVRP/X-n384-k52.vrp;9421;67124;8.14866
../Instances/CVRP/X-n384-k52.vrp;9421;67092;8.56977
../Instances/CVRP/X-n384-k52.vrp;9421;67073;9.27648
../Instances/CVRP/X-n384-k52.vrp;9421;67005;9.31346
../Instances/CVRP/X-n384-k52.vrp;9421;66943;11.0894
../Instances/CVRP/X-n384-k52.vrp;9421;66787;11.4073
../Instances/CVRP/X-n384-k52.vrp;9421;66784;12.3539
../Instances/CVRP/X-n384-k52.vrp;9421;66710;13.4637
../Instances/CVRP/X-n384-k52.vrp;9421;66669;15.1562
../Instances/CVRP/X-n384-k52.vrp;9421;66649;16.7101
../Instances/CVRP/X-n384-k52.vrp;9421;66527;18.5627
../Instances/CVRP/X-n384-k52.vrp;9421;66518;20.5403
../Instances/CVRP/X-n384-k52.vrp;9421;66492;28.9305
../Instances/CVRP/X-n384-k52.vrp;9421;66474;29.9352
../Instances/CVRP/X-n384-k52.vrp;9421;66410;33.3136
../Instances/CVRP/X-n384-k52.vrp;9421;66383;40.1767
../Instances/CVRP/X-n384-k52.vrp;9421;66379;43.5385
../Instances/CVRP/X-n384-k52.vrp;9421;66374;46.4926
../Instances/CVRP/X-n384-k52.vrp;9421;66332;50.9959
../Instances/CVRP/X-n384-k52.vrp;9421;66324;51.1452
../Instances/CVRP/X-n384-k52.vrp;9421;66294;60.03
../Instances/CVRP/X-n384-k52.vrp;9421;66282;65.2424
../Instances/CVRP/X-n384-k52.vrp;9421;66277;68.2905
../Instances/CVRP/X-n384-k52.vrp;9421;66275;68.7526
../Instances/CVRP/X-n384-k52.vrp;9421;66272;69.055
../Instances/CVRP/X-n384-k52.vrp;9421;66268;69.5094
../Instances/CVRP/X-n384-k52.vrp;9421;66257;70.844
../Instances/CVRP/X-n384-k52.vrp;9421;66240;71.2938
../Instances/CVRP/X-n384-k52.vrp;9421;66230;78.4638
../Instances/CVRP/X-n384-k52.vrp;9421;66227;81.1652
../Instances/CVRP/X-n384-k52.vrp;9421;66189;86.9845
../Instances/CVRP/X-n384-k52.vrp;9421;66187;89.8511
../Instances/CVRP/X-n384-k52.vrp;9421;66170;91.4893
../Instances/CVRP/X-n384-k52.vrp;9421;66166;96.0625
../Instances/CVRP/X-n384-k52.vrp;9421;66155;96.8499
../Instances/CVRP/X-n384-k52.vrp;9421;66154;102.356
../Instances/CVRP/X-n384-k52.vrp;9421;66153;104.087
../Instances/CVRP/X-n384-k52.vrp;9421;66145;104.242
../Instances/CVRP/X-n384-k52.vrp;9421;66143;106.321
../Instances/CVRP/X-n384-k52.vrp;9421;66122;109.967
../Instances/CVRP/X-n384-k52.vrp;9421;66120;111.405
../Instances/CVRP/X-n384-k52.vrp;9421;66118;115.408
../Instances/CVRP/X-n384-k52.vrp;9421;66115;134.132
../Instances/CVRP/X-n384-k52.vrp;9421;66114;141.781
../Instances/CVRP/X-n384-k52.vrp;9421;66111;143.633
../Instances/CVRP/X-n384-k52.vrp;9421;66106;145.465
../Instances/CVRP/X-n384-k52.vrp;9421;66103;159.779
../Instances/CVRP/X-n384-k52.vrp;9421;66098;160.414
../Instances/CVRP/X-n384-k52.vrp;9421;66086;161.14
../Instances/CVRP/X-n384-k52.vrp;9421;66082;163.707
../Instances/CVRP/X-n384-k52.vrp;9421;66081;163.951
../Instances/CVRP/X-n384-k52.vrp;9421;66079;175.85
../Instances/CVRP/X-n384-k52.vrp;9421;66078;179.388
../Instances/CVRP/X-n384-k52.vrp;9421;66077;181.059
../Instances/CVRP/X-n384-k52.vrp;9421;66076;185.936
../Instances/CVRP/X-n384-k52.vrp;9421;66074;190.808
../Instances/CVRP/X-n384-k52.vrp;9421;66071;386.469
../Instances/CVRP/X-n384-k52.vrp;9421;66070;389.572
../Instances/CVRP/X-n384-k52.vrp;9421;66061;390.004
../Instances/CVRP/X-n384-k52.vrp;9421;66054;393.421
../Instances/CVRP/X-n384-k52.vrp;9421;66048;394.718
../Instances/CVRP/X-n384-k52.vrp;9421;66036;400.086
../Instances/CVRP/X-n384-k52.vrp;9421;66034;406.753
../Instances/CVRP/X-n384-k52.vrp;9421;66033;414.542
